drugbank_id,interactant_id,polypeptide_id,name,general_function,specific_function,gene_name,locus,molecular_weight,organism_id,organism_name
DB06813,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06885,BE0000337,P02766,Transthyretin,Thyroid hormone-binding protein. Probably transports thyroxine from the bloodstream to the brain,hormone activity,TTR,18q12.1,15886.88,9606,Humans
DB06907,BE0000337,P02766,Transthyretin,Thyroid hormone-binding protein. Probably transports thyroxine from the bloodstream to the brain,hormone activity,TTR,18q12.1,15886.88,9606,Humans
DB06935,BE0000337,P02766,Transthyretin,Thyroid hormone-binding protein. Probably transports thyroxine from the bloodstream to the brain,hormone activity,TTR,18q12.1,15886.88,9606,Humans
DB06985,BE0000314,P02753,Retinol-binding protein 4,"Retinol-binding protein that mediates retinol transport in blood plasma (PubMed:5541771). Delivers retinol from the liver stores to the peripheral tissues (Probable). Transfers the bound all-trans retinol to STRA6, that then facilitates retinol transport across the cell membrane (PubMed:22665496)",retinal binding,RBP4,10q23.33,23009.8,9606,Humans
DB07047,BE0000337,P02766,Transthyretin,Thyroid hormone-binding protein. Probably transports thyroxine from the bloodstream to the brain,hormone activity,TTR,18q12.1,15886.88,9606,Humans
DB07176,BE0000337,P02766,Transthyretin,Thyroid hormone-binding protein. Probably transports thyroxine from the bloodstream to the brain,hormone activity,TTR,18q12.1,15886.88,9606,Humans
DB07201,BE0000337,P02766,Transthyretin,Thyroid hormone-binding protein. Probably transports thyroxine from the bloodstream to the brain,hormone activity,TTR,18q12.1,15886.88,9606,Humans
DB07240,BE0000337,P02766,Transthyretin,Thyroid hormone-binding protein. Probably transports thyroxine from the bloodstream to the brain,hormone activity,TTR,18q12.1,15886.88,9606,Humans
DB07282,BE0000337,P02766,Transthyretin,Thyroid hormone-binding protein. Probably transports thyroxine from the bloodstream to the brain,hormone activity,TTR,18q12.1,15886.88,9606,Humans
DB07283,BE0001194,P15090,"Fatty acid-binding protein, adipocyte",Lipid transport protein in adipocytes. Binds both long chain fatty acids and retinoic acid. Delivers long-chain fatty acids and retinoic acid to their cognate receptors in the nucleus,fatty acid binding,FABP4,8q21.13,14718.815,9606,Humans
DB07402,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB07517,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB07565,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB07693,BE0000337,P02766,Transthyretin,Thyroid hormone-binding protein. Probably transports thyroxine from the bloodstream to the brain,hormone activity,TTR,18q12.1,15886.88,9606,Humans
DB07694,BE0000337,P02766,Transthyretin,Thyroid hormone-binding protein. Probably transports thyroxine from the bloodstream to the brain,hormone activity,TTR,18q12.1,15886.88,9606,Humans
DB07695,BE0000337,P02766,Transthyretin,Thyroid hormone-binding protein. Probably transports thyroxine from the bloodstream to the brain,hormone activity,TTR,18q12.1,15886.88,9606,Humans
DB07753,BE0000337,P02766,Transthyretin,Thyroid hormone-binding protein. Probably transports thyroxine from the bloodstream to the brain,hormone activity,TTR,18q12.1,15886.88,9606,Humans
DB07775,BE0000337,P02766,Transthyretin,Thyroid hormone-binding protein. Probably transports thyroxine from the bloodstream to the brain,hormone activity,TTR,18q12.1,15886.88,9606,Humans
DB07945,BE0001194,P15090,"Fatty acid-binding protein, adipocyte",Lipid transport protein in adipocytes. Binds both long chain fatty acids and retinoic acid. Delivers long-chain fatty acids and retinoic acid to their cognate receptors in the nucleus,fatty acid binding,FABP4,8q21.13,14718.815,9606,Humans
DB07962,BE0000337,P02766,Transthyretin,Thyroid hormone-binding protein. Probably transports thyroxine from the bloodstream to the brain,hormone activity,TTR,18q12.1,15886.88,9606,Humans
DB07963,BE0000337,P02766,Transthyretin,Thyroid hormone-binding protein. Probably transports thyroxine from the bloodstream to the brain,hormone activity,TTR,18q12.1,15886.88,9606,Humans
DB07992,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
